Symbol,Name,Country,Sector,Industry
GENI,Genius Sports Limited Ordinary Shares,,Consumer Discretionary,Services-Misc. Amusement & Recreation
GEO,Geo Group Inc (The) REIT,United States,Consumer Discretionary,Homebuilding
GES,Guess? Inc. Common Stock,United States,Consumer Discretionary,Apparel
GETR,Getaround Inc. Common Stock,,Consumer Discretionary,Rental/Leasing Companies
GETY,Getty Images Holdings Inc. Class A Common Stock,United States,Industrials,Industrial Machinery/Components
GF,New Germany Fund Inc. (The) Common Stock,United States,Finance,Investment Managers
GFF,Griffon Corporation Common Stock,United States,Industrials,Building Products
GFI,Gold Fields Limited American Depositary Shares,South Africa,Basic Materials,Precious Metals
GFL,GFL Environmental Inc. Subordinate voting shares no par value,,Utilities,Environmental Services
GFOR,Graf Acquisition Corp. IV Common Stock,,Finance,Blank Checks
GFX,Golden Falcon Acquisition Corp. Class A Common Stock,,Finance,Blank Checks
GGB,Gerdau S.A. Common Stock,Brazil,Industrials,Steel/Iron Ore
GGG,Graco Inc. Common Stock,United States,Industrials,Fluid Controls
GGT,Gabelli Multi-Media Trust Inc. (The) Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
GGT^E,Gabelli Multi-Media Trust Inc. (The) 5.125% Series E Cumulative Preferred Stock,United States,,
GGT^G,Gabelli Multi-Media Trust Inc. (The) 5.125% Series G Cumulative Preferred Shares,United States,,
GGZ,Gabelli Global Small and Mid Cap Value Trust (The) Common Shares of Beneficial Interest,,Finance,Investment Managers
GHC,Graham Holdings Company Common Stock,United States,Consumer Discretionary,Educational Services
GHG,GreenTree Hospitality Group Ltd. American depositary shares each representing one Class A ordinary share,,Consumer Discretionary,Hotels/Resorts
GHI,Greystone Housing Impact Investors LP Beneficial Unit Certificates representing assignments of limited partnership interests,United States,Finance,Finance: Consumer Services
GHL,Greenhill & Co. Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
GHLD,Guild Holdings Company Class A Common Stock,,Finance,Finance: Consumer Services
GHM,Graham Corporation Common Stock,United States,Industrials,Industrial Machinery/Components
GHY,PGIM Global High Yield Fund Inc.,United States,Finance,Trusts Except Educational Religious and Charitable
GIB,CGI Inc. Common Stock,Canada,Consumer Discretionary,Professional Services
GIC,Global Industrial Company Common Stock,United States,Industrials,Industrial Machinery/Components
GIL,Gildan Activewear Inc. Class A Sub. Vot. Common Stock,Canada,Consumer Discretionary,Building Products
GIM,Templeton Global Income Fund Inc. Common Stock,United States,Finance,Finance Companies
GIS,General Mills Inc. Common Stock,United States,Consumer Staples,Food Chains
GJH,Synthetic Fixed-Income Securities Inc 6.375% (STRATS) Cl A-1,United States,Finance,Investment Bankers/Brokers/Service
GJO,Synthetic Fixed-Income Securities Inc. on behalf of STRATS(SM) Trust for Wal-Mart Stores Inc. Securities Series 2004-5,United States,Finance,Investment Bankers/Brokers/Service
GJP,Synthetic Fixed-Income Securities Inc. on behalf of STRATS (SM) Trust for Dominion Resources Inc. Securities Series 2005-6 Floating Rate Structured Repackaged Asset-Backed Trust Securities (STRATS) Certificates,United States,Finance,Investment Bankers/Brokers/Service
GJR,Synthetic Fixed-Income Securities Inc. STRATS Trust for Procter&Gamble Securities Series 2006-1,United States,Finance,Finance: Consumer Services
GJS,Goldman Sachs Group Securities STRATS Trust for Goldman Sachs Group Securities Series 2006-2,United States,Finance,Investment Bankers/Brokers/Service
GJT,Synthetic Fixed-Income Securities Inc. Floating Rate Structured Repackaged Asset-Backed Trust Securities Certificates Series 2006-3,United States,Finance,Investment Bankers/Brokers/Service
GKOS,Glaukos Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
GL,Globe Life Inc. Common Stock,United States,Finance,Life Insurance
GL^D,Globe Life Inc. 4.25% Junior Subordinated Debentures due 2061,United States,,
GLOB,Globant S.A. Common Shares,United States,Technology,EDP Services
GLOG^A,GasLog LP. 8.75% Series A Cumulative Redeemable Perpetual Preference Shares,Monaco,,
GLOP^A,GasLog Partners LP 8.625% Series A Cumulative Redeemable Perpetual Fixed to Floating Rate Preference Units,Greece,,
GLOP^B,GasLog Partners LP 8.200% Series B Cumulative Redeemable Perpetual Fixed to Floating Rate Preference Units,Greece,,
GLOP^C,GasLog Partners LP 8.500% Series C Cumulative Redeemable Perpetual Fixed to Floating Rate Preference Units,Greece,,
GLP,Global Partners LP Common Units representing Limited Partner Interests,United States,Energy,Oil Refining/Marketing
GLP^A,Global Partners LP 9.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,United States,,
GLP^B,Global Partners LP 9.50% Series B Fixed Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,United States,,
GLT,Glatfelter Corporation Common Stock,United States,Basic Materials,Paper
GLW,Corning Incorporated Common Stock,United States,Industrials,Telecommunications Equipment
GM,General Motors Company Common Stock,United States,Consumer Discretionary,Auto Manufacturing
GME,GameStop Corporation Common Stock,United States,Consumer Discretionary,Electronics Distribution
GMED,Globus Medical Inc. Class A Common Stock,United States,Health Care,Medical/Dental Instruments
GMRE,Global Medical REIT Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
GMRE^A,Global Medical REIT Inc. Series A Cumulative Redeemable Preferred Stock,United States,,
GMS,GMS Inc. Common Stock,United States,,
GNE,Genie Energy Ltd. Class B Common Stock Stock,United States,Utilities,Power Generation
GNK,Genco Shipping & Trading Limited Ordinary Shares New (Marshall Islands),United States,Consumer Discretionary,Marine Transportation
GNL,Global Net Lease Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
GNL^A,Global Net Lease Inc. 7.25% Series A Cumulative Redeemable Preferred Stock $0.01 par value per share,United States,,
GNL^B,Global Net Lease Inc. 6.875% Series B Cumulative Redeemable Perpetual Preferred Stock,United States,,
GNRC,Generac Holdlings Inc. Common Stock,United States,Consumer Discretionary,Metal Fabrications
GNT,GAMCO Natural Resources Gold & Income Trust,United States,Finance,Finance/Investors Services
GNT^A,GAMCO Natural Resources Gold & Income Tust  5.20% Series A Cumulative Preferred Shares (Liquidation Preference $25.00 per share),United States,,
GNTY,Guaranty Bancshares Inc. Common Stock,United States,Finance,Major Banks
GNW,Genworth Financial Inc Common Stock,United States,Finance,Life Insurance
GOF,Guggenheim Strategic Opportunities Fund Common Shares of Beneficial Interest,United States,Finance,Finance/Investors Services
GOL,Gol Linhas Aereas Inteligentes S.A. Sponsored ADR representing 2 Pfd Shares,Brazil,Consumer Discretionary,Air Freight/Delivery Services
GOLD,Barrick Gold Corporation Common Stock (BC),Canada,,
GOLF,Acushnet Holdings Corp. Common Stock,United States,Consumer Discretionary,Recreational Games/Products/Toys
GOOS,Canada Goose Holdings Inc. Subordinate Voting Shares,,Consumer Discretionary,Apparel
GOTU,Gaotu Techedu Inc. American Depositary Shares,,Consumer Discretionary,Educational Services
GPC,Genuine Parts Company Common Stock,United States,Consumer Discretionary,Automotive Aftermarket
GPI,Group 1 Automotive Inc. Common Stock,United States,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
GPJA,Georgia Power Company Series 2017A 5.00% Junior Subordinated Notes due October 1 2077,United States,Utilities,Electric Utilities: Central
GPK,Graphic Packaging Holding Company,United States,Consumer Discretionary,Containers/Packaging
GPMT,Granite Point Mortgage Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
GPMT^A,Granite Point Mortgage Trust Inc. 7.00% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,
GPN,Global Payments Inc. Common Stock,United States,Consumer Discretionary,Business Services
GPOR,Gulfport Energy Corporation Common Shares,United States,Energy,Oil & Gas Production
GPRK,Geopark Ltd Common Shares,Bermuda,Energy,Oil & Gas Production
GPS,Gap Inc. (The) Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
GRBK,Green Brick Partners Inc. Common Stock,United States,Consumer Discretionary,Homebuilding
GRBK^A,Green Brick Partners Inc. Depositary Shares (each representing a 1/1000th fractional interest in a share of 5.75% Series A Cumulative Perpetual Preferred Stock),United States,,
GRC,Gorman-Rupp Company (The) Common Stock,United States,Industrials,Fluid Controls
GRMN,Garmin Ltd. Common Stock (Switzerland),Switzerland,Industrials,Industrial Machinery/Components
GRND,Grindr Inc. Common Stock,Singapore,Technology,Computer Software: Prepackaged Software
GRNT,Granite Ridge Resources Inc. Common Stock,,Finance,Blank Checks
GROV,Grove Collaborative Holdings Inc. Class A Common Stock,,Consumer Discretionary,Package Goods/Cosmetics
GRX,The Gabelli Healthcare & Wellness Trust Common Shares of Beneficial Interest,United States,Finance,Finance/Investors Services
GS,Goldman Sachs Group Inc. (The) Common Stock,United States,Finance,Investment Bankers/Brokers/Service
GS^A,Goldman Sachs Group Inc. (The) Depositary Shares each representing 1/1000th Interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series A,United States,,
GS^C,Goldman Sachs Group Inc. (The) Depositary Share repstg 1/1000th Preferred Series C,United States,,
GS^D,Goldman Sachs Group Inc. (The) Dep Shs repstg 1/1000 Pfd Ser D Fltg,United States,,
GS^J,Goldman Sachs Group Inc Depositary Shs Repstg 1/1000th Pfd Ser J Fixed to Fltg Rate,United States,,
GS^K,Goldman Sachs Group Inc. (The) Dep Shs Repstg 1/1000 Int Sh Fxd/Fltg Non Cum Pfd Stk Ser K,United States,,
GSBD,Goldman Sachs BDC Inc. Common Stock,United States,Finance,Finance: Consumer Services
GSK,GSK plc American Depositary Shares (Each representing two Ordinary Shares),United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
GSL,Global Ship Lease Inc New Class A Common Shares,United Kingdom,Consumer Discretionary,Marine Transportation
GSL^B,Global Ship Lease Inc. Depository Shares Representing 1/100th Perpetual Preferred Series B% (Marshall Island),United Kingdom,,
GTES,Gates Industrial Corporation plc Ordinary Shares,,Industrials,Industrial Machinery/Components
GTLS,Chart Industries Inc. Common Stock,United States,Industrials,Metal Fabrications
GTLS^B,Chart Industries Inc. Depositary Shares each Representing a 1/20th Interest in a Share of 6.75% Series B Mandatory Convertible Preferred Stock,United States,,
GTN,Gray Television Inc. Common Stock,United States,Industrials,Broadcasting
GTY,Getty Realty Corporation Common Stock,United States,Finance,Real Estate
GUG,Guggenheim Active Allocation Fund Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable
GUT,Gabelli Utility Trust (The) Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
GUT^C,Gabelli Utility Trust (The) 5.375% Series C Cumulative Preferred Shares,United States,,
GVA,Granite Construction Incorporated Common Stock,United States,Industrials,Military/Government/Technical
GWH,ESS Tech Inc. Common Stock,United States,Miscellaneous,Industrial Machinery/Components
GWRE,Guidewire Software Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
GWW,W.W. Grainger Inc. Common Stock,United States,Industrials,Office Equipment/Supplies/Services
GXO,GXO Logistics Inc. Common Stock ,United States,Consumer Discretionary,Transportation Services
H,Hyatt Hotels Corporation Class A Common Stock,United States,Consumer Discretionary,Hotels/Resorts
HAE,Haemonetics Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
HAL,Halliburton Company Common Stock,United States,Energy,Oilfield Services/Equipment
HASI,Hannon Armstrong Sustainable Infrastructure Capital Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
HAYW,Hayward Holdings Inc. Common Stock,United States,Technology,Electronic Components
HBB,Hamilton Beach Brands Holding Company Class A Common Stock ,,Consumer Discretionary,Home Furnishings
HBI,Hanesbrands Inc. Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
HBM,Hudbay Minerals Inc. Ordinary Shares (Canada),Canada,Basic Materials,Metal Mining
HCA,HCA Healthcare Inc. Common Stock,United States,Health Care,Hospital/Nursing Management
HCC,Warrior Met Coal Inc. Common Stock,United States,Energy,Coal Mining
HCI,HCI Group Inc. Common Stock,United States,Finance,Property-Casualty Insurers
HCXY,Hercules Capital Inc. 6.25% Notes due 2033,United States,Finance,Investment Managers
HD,Home Depot Inc. (The) Common Stock,United States,Consumer Discretionary,RETAIL: Building Materials
HDB,HDFC Bank Limited Common Stock,India,Finance,Commercial Banks
HE,Hawaiian Electric Industries Inc. Common Stock,United States,Utilities,Power Generation
HEI,Heico Corporation Common Stock,United States,Industrials,Aerospace
HEI/A,Heico Corporation,United States,,
HEP,Holly Energy Partners L.P. Common Stock,United States,Energy,Oil & Gas Production
HEQ,John Hancock Hedged Equity & Income Fund Common Shares of Beneficial Interest,United States,Finance,Investment Managers
HES,Hess Corporation Common Stock,United States,Energy,Integrated oil Companies
HESM,Hess Midstream LP Class A Share,United States,Energy,Oil & Gas Production
HFRO,Highland Opportunities and Income Fund Common Shares of Beneficial Interest,United States,Finance,Finance/Investors Services
