Symbol,Name,Country,Sector,Industry,float shares
CYAN,Cyanotech Corporation Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products ,4612858.0
CYBN,Cybin Inc. Common Shares,Canada,Health Care,Biotechnology: Pharmaceutical Preparations,198187430.0
CYBR,CyberArk Software Ltd. Ordinary Shares,Israel,Technology,Computer Software: Prepackaged Software,41093100.0
CYCC,Cyclacel Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,9699573.0
CYCCP,Cyclacel Pharmaceuticals Inc. 6% Convertible Preferred Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,9699573.0
CYCN,Cyclerion Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,1413594.0
CYN,Cyngn Inc. Common Stock,United States,Technology,EDP Services,21609283.0
CYRX,CryoPort Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,47850115.0
CYT,Cyteir Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,19225807.0
CYTH,Cyclo Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),11341011.0
CYTHW,Cyclo Therapeutics Inc. Warrant,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),
CYTK,Cytokinetics Incorporated Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,95209854.0
CYTO,Altamira Therapeutics Ltd. 0.2 Common Shares (Bermuda),Bermuda,Health Care,Biotechnology: Pharmaceutical Preparations,6906249.0
CZFS,Citizens Financial Services Inc. Common Stock,United States,Finance,Major Banks,4395851.0
CZNC,Citizens & Northern Corp Common Stock,United States,Finance,Major Banks,14538143.0
CZR,Caesars Entertainment Inc. Common Stock,United States,Consumer Discretionary,Hotels/Resorts,205212154.0
CZWI,Citizens Community Bancorp Inc. Common Stock,United States,Finance,Savings Institutions,7941019.0
DADA,Dada Nexus Limited American Depositary Shares,China,Technology,Computer Software: Programming Data Processing,81241908.0
DAIO,Data I/O Corporation Common Stock,United States,Industrials,Electrical Products,6698318.0
DAKT,Daktronics Inc. Common Stock,United States,Consumer Discretionary,Miscellaneous manufacturing industries,37303477.0
DALN,DallasNews Corporation Series A Common Stock,United States,Consumer Discretionary,Newspapers/Magazines,4499571.0
DARE,Dare Bioscience Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,86112859.0
DATS,DatChat Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software,17484240.0
DATSW,DatChat Inc. Series A Warrant,United States,Technology,Computer Software: Prepackaged Software,
DAVE,Dave Inc. Class A Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment,6242008.0
DAVEW,Dave Inc. Warrants,United States,Technology,Retail: Computer Software & Peripheral Equipment,
DAWN,Day One Biopharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,55329265.0
DBGI,Digital Brands Group Inc. Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores,313902.0
DBGIW,Digital Brands Group Inc. Warrant,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores,
DBTX,Decibel Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,13250689.0
DBVT,DBV Technologies S.A. American Depositary Shares,France,Health Care,Biotechnology: Pharmaceutical Preparations,66917036.0
DBX,Dropbox Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software,256198396.0
DC,Dakota Gold Corp. Common Stock,United States,Basic Materials,Precious Metals,59648897.0
DCFC,Tritium DCFC Limited Ordinary Shares,Australia,Technology,Electronic Components,37476207.0
DCFCW,Tritium DCFC Limited Warrant,Australia,Technology,Electronic Components,
DCGO,DocGo Inc. Common Stock,United States,Health Care,Managed Health Care,87410482.0
DCOM,Dime Community Bancshares Inc. Common Stock,United States,Finance,Major Banks,33951425.0
DCOMP,Dime Community Bancshares Inc. Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,Finance,Major Banks,33951425.0
DCPH,Deciphera Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,40048244.0
DCTH,Delcath Systems Inc. Common Stock,United States,Health Care,Medical/Dental Instruments,10598063.0
DDI,DoubleDown Interactive Co. Ltd. American Depository Shares,South Korea,Technology,EDP Services,5970198.0
DDOG,Datadog Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software,294504760.0
DECA,Denali Capital Acquisition Corp. Class A Ordinary Shares,United States,Finance,Blank Checks,7377049.0
DENN,Denny's Corporation Common Stock,United States,Consumer Discretionary,Restaurants,52823994.0
DERM,Journey Medical Corporation Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,7071905.0
DFLI,Dragonfly Energy Holdings Corp. Common Stock (NV),United States,Technology,Electronic Components,20269216.0
DFLIW,Dragonfly Energy Holdings Corp. Warrant,United States,Technology,Electronic Components,
DGHI,Digihost Technology Inc. Common Subordinate Voting Shares,Canada,Finance,Finance: Consumer Services,21008162.0
DGICA,Donegal Group Inc. Class A Common Stock,United States,Finance,Property-Casualty Insurers,15902040.0
DGICB,Donegal Group Inc. Class B Common Stock,United States,Finance,Property-Casualty Insurers,15902040.0
DGII,Digi International Inc. Common Stock,United States,Technology,Computer peripheral equipment,34754750.0
DGLY,Digital Ally Inc. Common Stock,United States,Technology,Radio And Television Broadcasting And Communications Equipment,2588819.0
DH,Definitive Healthcare Corp. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software,49707818.0
DHAC,Digital Health Acquisition Corp. Common Stock,United States,Health Care,Medical/Nursing Services,1333998.0
DHACW,Digital Health Acquisition Corp. Warrant,United States,Health Care,Medical/Nursing Services,
DHC,Diversified Healthcare Trust Common Shares of Beneficial Interest,United States,Real Estate,Real Estate Investment Trusts,186470176.0
DHCA,DHC Acquisition Corp. Class A ordinary share,United States,Finance,Blank Checks,4646538.0
DHCAU,DHC Acquisition Corp. Unit,United States,Finance,Blank Checks,4646538.0
DHCAW,DHC Acquisition Corp. Warrant,United States,Finance,Blank Checks,
DHCNI,Diversified Healthcare Trust 5.625% Senior Notes due 2042,United States,Real Estate,Real Estate Investment Trusts,
DHCNL,Diversified Healthcare Trust 6.25% Senior Notes Due 2046,United States,Real Estate,Real Estate Investment Trusts,
DHIL,Diamond Hill Investment Group Inc. Class A Common Stock,United States,Finance,Investment Managers,2807758.0
DHY,Credit Suisse High Yield Bond Fund Common Stock,United States,Finance,Finance/Investors Services,
DIBS,1stdibs.com Inc. Common Stock,United States,Consumer Discretionary,Catalog/Specialty Distribution,21448466.0
DIOD,Diodes Incorporated Common Stock,United States,Technology,Semiconductors,44595995.0
DISA,Disruptive Acquisition Corporation I Class A Ordinary Shares,United States,Finance,Blank Checks,603634.0
DISAW,Disruptive Acquisition Corporation I Warrant,United States,Finance,Blank Checks,
DISH,DISH Network Corporation Class A Common Stock,United States,Telecommunications,Cable & Other Pay Television Services,246263919.0
DIST,Distoken Acquisition Corporation Ordinary Shares,China,Finance,Blank Checks,6651675.0
DISTR,Distoken Acquisition Corporation Right,China,Finance,Blank Checks,
DISTW,Distoken Acquisition Corporation Warrant,China,Finance,Blank Checks,
DIT,AMCON Distributing Company Common Stock,United States,Consumer Discretionary,Food Distributors,167103.0
DJCO,Daily Journal Corp. (S.C.) Common Stock,United States,Consumer Discretionary,Newspapers/Magazines,895604.0
DKDCA,Data Knights Acquisition Corp. Class A Common Stock,United Kingdom,Health Care,Biotechnology: Commercial Physical & Biological Resarch,1459561.0
DKDCW,Data Knights Acquisition Corp. Warrant,United Kingdom,Health Care,Biotechnology: Commercial Physical & Biological Resarch,
DKNG,DraftKings Inc. Class A Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation,449030159.0
DLA,Delta Apparel Inc. Common Stock,United States,Consumer Staples,Apparel,5871803.0
DLHC,DLH Holdings Corp.,United States,Consumer Discretionary,Business Services,8050167.0
DLO,DLocal Limited Class A Common Shares,Uruguay,Consumer Discretionary,Business Services,73500608.0
DLPN,Dolphin Entertainment Inc. Common Stock,United States,Consumer Discretionary,Other Consumer Services,12715282.0
DLTH,Duluth Holdings Inc. Class B Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores,13236799.0
DLTR,Dollar Tree Inc. Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores,
DMAC,DiaMedica Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,22416344.0
DMAQ,Deep Medicine Acquisition Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances,166692.0
DMF,BNY Mellon Municipal Income Inc. Common Stock,United States,Finance,Finance/Investors Services,
DMLP,Dorchester Minerals L.P. Common Units Representing Limited Partnership Interests,United States,Energy,Oil & Gas Production,35877029.0
DMRC,Digimarc Corporation Common Stock,United States,Technology,EDP Services,11076458.0
DMTK,DermTech Inc. Common Stock,United States,Health Care,Medical Specialities,29714721.0
DNLI,Denali Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),123751377.0
DNN,Denison Mines Corp Ordinary Shares (Canada),Canada,Basic Materials,Other Metals and Minerals,831671398.0
DNUT,Krispy Kreme Inc. Common Stock,United States,Consumer Staples,Food Chains,83953666.0
DOCU,DocuSign Inc. Common Stock,United States,Technology,EDP Services,200385087.0
DOGZ,Dogness (International) Corporation Class A Common Stock,China,Consumer Discretionary,Miscellaneous manufacturing industries,30505422.0
DOMH,Dominari Holdings Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,3958641.0
DOMO,Domo Inc. Class B Common Stock,United States,Technology,Computer Software: Prepackaged Software,30660407.0
DOOO,BRP Inc. (Recreational Products) Common Subordinate Voting Shares,Canada,Consumer Discretionary,Industrial Specialties,34073929.0
DORM,Dorman Products Inc. Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.,22945110.0
DOX,Amdocs Limited Ordinary Shares,Guernsey,Technology,EDP Services,118873647.0
DOYU,DouYu International Holdings Limited ADS,China,Technology,Computer Software: Programming Data Processing,143394241.0
DPCS,DP Cap Acquisition Corp I Class A Ordinary Shares,United States,Finance,Blank Checks,4059425.0
DPCSW,DP Cap Acquisition Corp I Warrants,United States,Finance,Blank Checks,
DPRO,Draganfly Inc. Common Shares,Canada,Industrials,Aerospace,42515203.0
DRCT,Direct Digital Holdings Inc. Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing,2868506.0
DRIO,DarioHealth Corp. Common Stock,Israel,Health Care,Medical/Dental Instruments,22858930.0
DRMA,Dermata Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,2925078.0
DRMAW,Dermata Therapeutics Inc. Warrant,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
DRRX,DURECT Corporation Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,24594706.0
DRS,Leonardo DRS Inc. Common Stock,Israel,Industrials,Military/Government/Technical,51165980.0
DRTS,Alpha Tau Medical Ltd. Ordinary Shares,Israel,Health Care,Medical/Dental Instruments,40530384.0
DRTSW,Alpha Tau Medical Ltd. Warrant,Israel,Health Care,Biotechnology: Pharmaceutical Preparations,
DRUG,Bright Minds Biosciences Inc. Common Stock,Canada,Health Care,Pharmaceuticals and Biotechnology,3178008.0
DRVN,Driven Brands Holdings Inc. Common Stock,United States,Consumer Discretionary,Automotive Aftermarket,62084150.0
DSGN,Design Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,14293729.0
DSGR,Distribution Solutions Group Inc. Common Stock,United States,Industrials,Industrial Machinery/Components,22955825.0
DSGX,Descartes Systems Group Inc. (The) Common Stock,Canada,Technology,Computer Software: Prepackaged Software,84781957.0
DSKE,Daseke Inc. Common Stock,United States,Consumer Discretionary,Transportation Services,42060496.0
DSP,Viant Technology Inc. Class A Common Stock,United States,Technology,EDP Services,11178131.0
DSS,DSS Inc. Common Stock,United States,Consumer Discretionary,Containers/Packaging,56971130.0
DSWL,Deswell Industries Inc. Common Shares,Macau,Industrials,Plastic Products,14429518.0
DTI,Drilling Tools International Corporation Common Stock,United States,Industrials,Metal Fabrications,4429861.0
DTIL,Precision BioSciences Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),82640193.0
DTOC,Digital Transformation Opportunities Corp. Class A Common Stock,United States,Health Care,Medical/Nursing Services,1847073.0
DTOCW,Digital Transformation Opportunities Corp. Warrant,United States,Health Care,Medical/Nursing Services,
DTSS,Datasea Inc. Common Stock,China,Technology,Retail: Computer Software & Peripheral Equipment,13048436.0
DTST,Data Storage Corporation Common Stock,United States,Technology,EDP Services,4202407.0
DTSTW,Data Storage Corporation Warrant,United States,Technology,EDP Services,
DUET,DUET Acquisition Corp. Class A Common Stock,Malaysia,Finance,Blank Checks,4507858.0
DUNE,Dune Acquisition Corporation Class A Common Stock,United States,Finance,Investment Bankers/Brokers/Service,1182043.0
DUNEU,Dune Acquisition Corporation Unit,United States,Finance,Investment Bankers/Brokers/Service,1182043.0
DUO,Fangdd Network Group Ltd. American Depositary Shares,China,Finance,Real Estate,3656293.0
DUOL,Duolingo Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software,30716935.0
DUOT,Duos Technologies Group Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software,3760992.0
DVAX,Dynavax Technologies Corporation Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations,121936322.0
DWAC,Digital World Acquisition Corp. Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing,30016744.0
DWACU,Digital World Acquisition Corp. Units,United States,Technology,Computer Software: Programming Data Processing,30016744.0
DWACW,Digital World Acquisition Corp. Warrants,United States,Technology,Computer Software: Programming Data Processing,30016744.0
DWSN,Dawson Geophysical Company Common Stock,United States,Energy,Oil & Gas Production,6152639.0
DXCM,DexCom Inc. Common Stock,United States,Health Care,Medical/Dental Instruments,384838639.0
